p,b,f,s,u,r,eq,cash,mtm,real,unreal,fees,n,sett,w,l,trips,wr,dd,roi,mkts,open,t0,t1
sim-b011-017,batch-011,event_overround_no,event-overround-no-b011-017,nobel_forward,824,9846.8420,6400.2620,3446.5800,0.0000,-153.1580,14.6100,36,0,0,0,0,,153.1580,-0.0153,36,36,1778990400,1786161600
sim-b013-019,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-019,nobel_forward,825,9846.1610,4893.8030,4952.3580,0.0000,-153.8390,39.4000,51,0,0,0,0,,153.8390,-0.0154,51,51,1761019200,1790136000
sim-b020-031,batch-020,event_leader_oi,event-leader-oi-b020-031,nobel_forward,826,9844.9500,9684.7000,160.2500,0.0000,-155.0500,15.5400,3,0,0,0,0,,155.0500,-0.0155,3,3,1767330000,1787112000
sim-b013-009,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-009,nobel_forward,827,9844.8110,4288.5330,5556.2780,0.0000,-155.1890,48.4800,57,0,0,0,0,,155.1890,-0.0155,57,57,1760500800,1790262000
sim-b009-034,batch-009,breakout_hold,breakout-hold-b009-034,nobel_forward,828,9842.0700,9689.5900,152.4800,0.0000,-157.9300,15.6100,3,0,0,0,0,,157.9300,-0.0158,3,3,1783051200,1789617600
sim-b009-035,batch-009,breakout_hold,breakout-hold-b009-035,nobel_forward,828,9842.0700,9689.5900,152.4800,0.0000,-157.9300,15.6100,3,0,0,0,0,,157.9300,-0.0158,3,3,1783051200,1789617600
sim-b009-036,batch-009,breakout_hold,breakout-hold-b009-036,nobel_forward,828,9842.0700,9689.5900,152.4800,0.0000,-157.9300,15.6100,3,0,0,0,0,,157.9300,-0.0158,3,3,1783051200,1789617600
sim-b016-012,batch-016,ma_crossover,ma-crossover-b016-012,nobel_forward,831,9841.0810,8699.1910,1141.8900,0.0000,-158.9190,12.8100,13,0,0,0,0,,158.9190,-0.0159,13,13,1783396800,1790136000
sim-b013-011,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-011,nobel_forward,832,9840.2310,4288.8530,5551.3780,0.0000,-159.7690,48.3400,57,0,0,0,0,,159.7690,-0.0160,57,57,1760500800,1790262000
sim-b020-032,batch-020,event_leader_oi,event-leader-oi-b020-032,nobel_forward,833,9835.9400,9684.9300,151.0100,0.0000,-164.0600,15.3300,3,0,0,0,0,,164.0600,-0.0164,3,3,1769317200,1787803200
sim-b017-002,batch-017,kelly_fraction,kelly-fraction-b017-002,nobel_forward,834,9832.7610,3966.1670,5866.5940,0.0000,-167.2390,42.4200,61,0,0,0,0,,167.2390,-0.0167,61,61,1760500800,1789675200
sim-b013-077,batch-013,learned_age_calibration,learned-age-calibration-b013-077,nobel_forward,835,9832.6910,4795.2910,5037.4000,0.0000,-167.3090,39.7900,52,0,0,0,0,,167.3090,-0.0167,52,52,1761019200,1787803200
sim-b016-080,batch-016,fade_the_rally,fade-the-rally-b016-080,nobel_forward,836,9832.3360,6695.5260,3136.8100,0.0000,-167.6640,18.9400,33,0,0,0,0,,167.6640,-0.0168,33,33,1760932800,1789963200
sim-b012-071,batch-012,prelec_inverse,prelec-inverse-b012-071,nobel_forward,837,9831.8910,3791.7670,6040.1240,0.0000,-168.1090,42.9500,62,0,0,0,0,,168.1090,-0.0168,62,62,1760500800,1789675200
sim-b020-073,batch-020,null_matched_rate,null-matched-rate-b020-073,nobel_forward,838,9831.2720,6689.5220,3141.7500,0.0000,-168.7280,23.6600,33,0,0,0,0,,168.7280,-0.0169,33,33,1760587200,1788148800
sim-b017-001,batch-017,kelly_fraction,kelly-fraction-b017-001,nobel_forward,839,9826.6830,4423.8610,5402.8220,0.0000,-173.3170,40.3000,58,0,0,0,0,,173.3170,-0.0173,58,58,1760500800,1789686000
sim-b013-094,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-094,nobel_forward,840,9825.6200,8370.0500,1455.5700,0.0000,-174.3800,39.4200,19,0,0,0,0,,174.3800,-0.0174,19,19,1760500800,1787803200
sim-b012-075,batch-012,prelec_inverse,prelec-inverse-b012-075,nobel_forward,841,9825.3950,4394.1490,5431.2460,0.0000,-174.6050,40.5100,56,0,0,0,0,,174.6050,-0.0175,56,56,1761624000,1789686000
sim-b012-085,batch-012,fee_aware_logit,fee-aware-logit-b012-085,nobel_forward,842,9824.4110,3590.0170,6234.3940,0.0000,-175.5890,41.9800,64,0,0,0,0,,175.5890,-0.0176,64,64,1760500800,1789675200
sim-b015-017,batch-015,oi_decline_fade,oi-decline-fade-b015-017,nobel_forward,843,9823.8500,9491.1900,332.6600,0.0000,-176.1500,19.6100,8,0,0,0,0,,176.1500,-0.0176,8,8,1770613200,1787284800
sim-b012-074,batch-012,prelec_inverse,prelec-inverse-b012-074,nobel_forward,844,9822.1610,4694.7430,5127.4180,0.0000,-177.8390,39.6100,53,0,0,0,0,,177.8390,-0.0178,53,53,1761624000,1790136000
sim-b012-017,batch-012,logit_scale,logit-scale-b012-017,nobel_forward,845,9820.5310,3590.0170,6230.5140,0.0000,-179.4690,41.7000,64,0,0,0,0,,179.4690,-0.0179,64,64,1760500800,1789675200
sim-b013-063,batch-013,learned_logit_slope,learned-logit-slope-b013-063,nobel_forward,846,9820.0300,5695.1000,4124.9300,0.0000,-179.9700,34.3600,43,0,0,0,0,,179.9700,-0.0180,43,43,1778904000,1782964800
sim-b015-021,batch-015,oi_decline_fade,oi-decline-fade-b015-021,nobel_forward,847,9818.9700,9491.4700,327.5000,0.0000,-181.0300,19.2600,8,0,0,0,0,,181.0300,-0.0181,8,8,1770613200,1787284800
sim-b012-091,batch-012,fee_aware_logit,fee-aware-logit-b012-091,nobel_forward,848,9817.7710,3590.0770,6227.6940,0.0000,-182.2290,41.4900,64,0,0,0,0,,182.2290,-0.0182,64,64,1760500800,1789675200
sim-b012-072,batch-012,prelec_inverse,prelec-inverse-b012-072,nobel_forward,849,9817.6350,4094.5290,5723.1060,0.0000,-182.3650,41.7300,59,0,0,0,0,,182.3650,-0.0182,59,59,1760760000,1790049600
sim-b012-077,batch-012,fee_aware_logit,fee-aware-logit-b012-077,nobel_forward,850,9812.2180,3289.8270,6522.3910,0.0000,-187.7820,41.4900,67,0,0,0,0,,187.7820,-0.0188,67,67,1760500800,1789902000
sim-b012-025,batch-012,logit_scale,logit-scale-b012-025,nobel_forward,851,9810.8210,3589.9170,6220.9040,0.0000,-189.1790,41.0000,64,0,0,0,0,,189.1790,-0.0189,64,64,1760500800,1789675200
sim-b020-025,batch-020,logit_skip_conflict,logit-skip-conflict-b020-025,nobel_forward,852,9808.5960,4491.7600,5316.8360,0.0000,-191.4040,37.0300,55,0,0,0,0,,191.4040,-0.0191,55,55,1760587200,1789686000
sim-b012-073,batch-012,prelec_inverse,prelec-inverse-b012-073,nobel_forward,853,9805.3610,3793.9270,6011.4340,0.0000,-194.6390,41.6000,62,0,0,0,0,,194.6390,-0.0195,62,62,1760760000,1789675200
sim-b019-076,batch-019,ablation_first_quote,ablation-first-quote-b019-076,nobel_forward,854,9802.7190,3290.5910,6512.1280,0.0000,-197.2810,40.7900,67,0,0,0,0,,197.2810,-0.0197,67,67,1760500800,1789610400
sim-b013-100,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-100,nobel_forward,855,9801.6500,8342.5900,1459.0600,0.0000,-198.3500,36.6900,19,0,0,0,0,,198.3500,-0.0198,19,19,1760500800,1787803200
sim-b012-083,batch-012,fee_aware_logit,fee-aware-logit-b012-083,nobel_forward,856,9800.1390,3290.1410,6509.9980,0.0000,-199.8610,40.5800,67,0,0,0,0,,199.8610,-0.0200,67,67,1760500800,1789750800
sim-b016-059,batch-016,run_follow,run-follow-b016-059,nobel_forward,857,9795.6350,7216.5470,2579.0880,0.0000,-204.3650,23.7200,28,0,0,0,0,,204.3650,-0.0204,28,28,1760760000,1789610400
sim-b012-089,batch-012,fee_aware_logit,fee-aware-logit-b012-089,nobel_forward,858,9791.8590,3290.4610,6501.3980,0.0000,-208.1410,39.9500,67,0,0,0,0,,208.1410,-0.0208,67,67,1760500800,1789578000
sim-b020-043,batch-020,momentum_liquidity,momentum-liquidity-b020-043,nobel_forward,859,9782.7700,8815.6000,967.1700,0.0000,-217.2300,23.7100,13,0,0,0,0,,217.2300,-0.0217,13,13,1760500800,1789963200
sim-b013-053,batch-013,learned_logit_slope,learned-logit-slope-b013-053,nobel_forward,860,9782.1600,5647.2300,4134.9300,0.0000,-217.8400,37.2300,44,0,0,0,0,,217.8400,-0.0218,44,44,1778904000,1784088000
sim-b013-054,batch-013,learned_logit_slope,learned-logit-slope-b013-054,nobel_forward,860,9782.1600,5647.2300,4134.9300,0.0000,-217.8400,37.2300,44,0,0,0,0,,217.8400,-0.0218,44,44,1778904000,1784088000
sim-b020-045,batch-020,momentum_liquidity,momentum-liquidity-b020-045,nobel_forward,862,9781.2900,9267.5200,513.7700,0.0000,-218.7100,20.1700,8,0,0,0,0,,218.7100,-0.0219,8,8,1760500800,1789185600
sim-b006-097,batch-006,mean_reversion,mean-reversion-b006-097,nobel_forward,863,9774.9300,9714.9300,60.0000,-184.6800,-40.3900,48.7900,13,0,0,6,6,0.0000,225.0700,-0.0225,7,1,1779336000,1788580800
sim-b016-008,batch-016,ma_crossover,ma-crossover-b016-008,nobel_forward,864,9774.0210,8667.6210,1106.4000,0.0000,-225.9790,23.9000,14,0,0,0,0,,225.9790,-0.0226,14,14,1765083600,1789686000
sim-b011-090,batch-011,event_rotation,event-rotation-b011-090,nobel_forward,865,9773.1400,9189.5100,583.6300,0.0000,-226.8600,17.8500,8,0,0,0,0,,226.8600,-0.0227,8,8,1778904000,1789963200
sim-b019-014,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-014,nobel_forward,866,9770.2910,3794.2370,5976.0540,0.0000,-229.7090,39.5800,62,0,0,0,0,,229.7090,-0.0230,62,62,1760500800,1789675200
sim-b016-006,batch-016,ma_crossover,ma-crossover-b016-006,nobel_forward,867,9765.8910,7792.9910,1972.9000,0.0000,-234.1090,21.6400,22,0,0,0,0,,234.1090,-0.0234,22,22,1780632000,1790136000
sim-b012-037,batch-012,logit_reverse,logit-reverse-b012-037,nobel_forward,868,9763.3800,9330.8800,432.5000,0.0000,-236.6200,40.1200,14,0,0,0,0,,236.6200,-0.0237,14,14,1778990400,1784088000
sim-b012-038,batch-012,logit_reverse,logit-reverse-b012-038,nobel_forward,868,9763.3800,9330.8800,432.5000,0.0000,-236.6200,40.1200,14,0,0,0,0,,236.6200,-0.0237,14,14,1778990400,1784088000
sim-b012-056,batch-012,longshot_no_writer,longshot-no-writer-b012-056,nobel_forward,870,9760.0080,3393.8470,6366.1610,0.0000,-239.9920,38.3500,66,0,0,0,0,,239.9920,-0.0240,66,66,1761624000,1789902000
sim-b020-030,batch-020,event_leader_oi,event-leader-oi-b020-030,nobel_forward,871,9759.7400,9590.1000,169.6400,0.0000,-240.2600,20.0100,4,0,0,0,0,,240.2600,-0.0240,4,4,1760673600,1785470400
sim-b013-075,batch-013,learned_age_calibration,learned-age-calibration-b013-075,nobel_forward,872,9757.7950,4449.1690,5308.6260,0.0000,-242.2050,55.8400,66,0,0,0,0,,242.2050,-0.0242,66,66,1760500800,1790262000
sim-b006-098,batch-006,mean_reversion,mean-reversion-b006-098,nobel_forward,873,9757.7800,9697.7800,60.0000,-201.8300,-40.3900,47.9200,13,0,0,6,6,0.0000,242.2200,-0.0242,7,1,1779336000,1788580800
sim-b006-099,batch-006,mean_reversion,mean-reversion-b006-099,nobel_forward,873,9757.7800,9697.7800,60.0000,-201.8300,-40.3900,47.9200,13,0,0,6,6,0.0000,242.2200,-0.0242,7,1,1779336000,1788580800
sim-b006-100,batch-006,mean_reversion,mean-reversion-b006-100,nobel_forward,873,9757.7800,9697.7800,60.0000,-201.8300,-40.3900,47.9200,13,0,0,6,6,0.0000,242.2200,-0.0242,7,1,1779336000,1788580800
sim-b013-039,batch-013,learned_base_rate,learned-base-rate-b013-039,nobel_forward,876,9756.4700,8264.8700,1491.6000,0.0000,-243.5300,51.7600,34,0,0,0,0,,243.5300,-0.0244,34,34,1760500800,1790262000
sim-b013-041,batch-013,learned_base_rate,learned-base-rate-b013-041,nobel_forward,876,9756.4700,8264.8700,1491.6000,0.0000,-243.5300,51.7600,34,0,0,0,0,,243.5300,-0.0244,34,34,1760500800,1790262000
sim-b012-053,batch-012,longshot_no_writer,longshot-no-writer-b012-053,nobel_forward,878,9755.5580,3393.8970,6361.6610,0.0000,-244.4420,38.0700,66,0,0,0,0,,244.4420,-0.0244,66,66,1763096400,1789902000
sim-b019-048,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-048,nobel_forward,879,9749.8680,3393.4870,6356.3810,0.0000,-250.1320,37.6500,66,0,0,0,0,,250.1320,-0.0250,66,66,1763096400,1789927200
sim-b016-020,batch-016,tsmom_window,tsmom-window-b016-020,nobel_forward,880,9749.3400,7493.1920,2256.1480,0.0000,-250.6600,19.3900,25,0,0,0,0,,250.6600,-0.0251,25,25,1779163200,1789642800
sim-b009-022,batch-009,breakout_hold,breakout-hold-b009-022,nobel_forward,881,9748.9400,9494.8500,254.0900,0.0000,-251.0600,25.4500,5,0,0,0,0,,251.0600,-0.0251,5,5,1779940800,1789617600
sim-b009-023,batch-009,breakout_hold,breakout-hold-b009-023,nobel_forward,881,9748.9400,9494.8500,254.0900,0.0000,-251.0600,25.4500,5,0,0,0,0,,251.0600,-0.0251,5,5,1779940800,1789617600
sim-b009-024,batch-009,breakout_hold,breakout-hold-b009-024,nobel_forward,881,9748.9400,9494.8500,254.0900,0.0000,-251.0600,25.4500,5,0,0,0,0,,251.0600,-0.0251,5,5,1779940800,1789617600
sim-b013-096,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-096,nobel_forward,884,9748.1600,8636.8300,1111.3300,0.0000,-251.8400,51.1100,19,0,0,0,0,,251.8400,-0.0252,19,19,1760500800,1787803200
sim-b011-085,batch-011,event_rotation,event-rotation-b011-085,nobel_forward,885,9747.8240,8986.4040,761.4200,0.0000,-252.1760,35.2300,11,0,0,0,0,,252.1760,-0.0252,11,11,1761278400,1787284800
sim-b012-050,batch-012,longshot_no_writer,longshot-no-writer-b012-050,nobel_forward,886,9747.3390,4600.8580,5146.4810,0.0000,-252.6610,22.5200,54,0,0,0,0,,252.6610,-0.0253,54,54,1767416400,1789902000
sim-b014-080,batch-014,time_weekday,time-weekday-b014-080,nobel_forward,887,9747.1110,3291.8910,6455.2200,0.0000,-252.8890,38.4600,67,0,0,0,0,,252.8890,-0.0253,67,67,1761969600,1789783200
sim-b015-074,batch-015,stale_quote_drift,stale-quote-drift-b015-074,nobel_forward,888,9745.1680,6691.8200,3053.3480,0.0000,-254.8320,20.1500,33,0,0,0,0,,254.8320,-0.0255,33,33,1779076800,1790222400
sim-b014-002,batch-014,time_age_min,time-age-min-b014-002,nobel_forward,889,9744.8490,3291.7310,6453.1180,0.0000,-255.1510,38.3200,67,0,0,0,0,,255.1510,-0.0255,67,67,1761969600,1789599600
sim-b011-073,batch-011,event_concentration,event-concentration-b011-073,nobel_forward,890,9740.6340,9256.4900,484.1440,0.0000,-259.3660,38.8900,8,0,0,0,0,,259.3660,-0.0259,8,8,1778904000,1788408000
sim-b011-035,batch-011,event_leader,event-leader-b011-035,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-036,batch-011,event_leader,event-leader-b011-036,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-039,batch-011,event_leader,event-leader-b011-039,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-040,batch-011,event_leader,event-leader-b011-040,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-043,batch-011,event_leader,event-leader-b011-043,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-044,batch-011,event_leader,event-leader-b011-044,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-092,batch-011,placebo_event_leader,placebo-event-leader-b011-092,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b011-093,batch-011,placebo_event_leader,placebo-event-leader-b011-093,nobel_forward,891,9737.9540,9686.5100,51.4440,0.0000,-262.0460,13.7900,3,0,0,0,0,,262.0460,-0.0262,3,3,1760500800,1785729600
sim-b013-095,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-095,nobel_forward,899,9737.7100,8382.4400,1355.2700,0.0000,-262.2900,36.8300,19,0,0,0,0,,262.2900,-0.0262,19,19,1760500800,1787803200
sim-b015-052,batch-015,liquidity_gate,liquidity-gate-b015-052,nobel_forward,900,9737.3470,5596.7230,4140.6240,0.0000,-262.6530,16.2500,44,0,0,0,0,,262.6530,-0.0263,44,44,1763096400,1790280000
sim-b017-028,batch-017,fixed_contracts,fixed-contracts-b017-028,nobel_forward,901,9736.5100,3785.7100,5950.8000,0.0000,-263.4900,32.6900,67,0,0,0,0,,263.4900,-0.0263,67,67,1761969600,1789578000
sim-b017-054,batch-017,payout_target_size,payout-target-size-b017-054,nobel_forward,901,9736.5100,3785.7100,5950.8000,0.0000,-263.4900,32.6900,67,0,0,0,0,,263.4900,-0.0263,67,67,1761969600,1789578000
sim-b020-029,batch-020,event_leader_oi,event-leader-oi-b020-029,nobel_forward,903,9735.0300,9505.3900,229.6400,0.0000,-264.9700,24.7200,5,0,0,0,0,,264.9700,-0.0265,5,5,1760673600,1789358400
sim-b015-072,batch-015,stale_quote_drift,stale-quote-drift-b015-072,nobel_forward,904,9733.7280,6592.2700,3141.4580,0.0000,-266.2720,20.2900,34,0,0,0,0,,266.2720,-0.0266,34,34,1778731200,1790049600
sim-b019-049,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-049,nobel_forward,905,9732.5490,3294.1010,6438.4480,0.0000,-267.4510,37.4400,67,0,0,0,0,,267.4510,-0.0267,67,67,1762491600,1789610400
sim-b020-011,batch-020,ensemble_crowd_fade,ensemble-crowd-fade-b020-011,nobel_forward,906,9731.9500,8248.9100,1483.0400,0.0000,-268.0500,35.2500,20,0,0,0,0,,268.0500,-0.0268,20,20,1761019200,1789617600
sim-b016-037,batch-016,big_move_follow,big-move-follow-b016-037,nobel_forward,907,9729.5910,7301.6730,2427.9180,0.0000,-270.4090,13.8900,27,0,0,0,0,,270.4090,-0.0270,27,27,1778644800,1789963200
sim-b014-024,batch-014,time_age_max,time-age-max-b014-024,nobel_forward,908,9729.4790,4296.0810,5433.3980,0.0000,-270.5210,33.3500,57,0,0,0,0,,270.5210,-0.0271,57,57,1770267600,1789578000
sim-b011-067,batch-011,event_field_no,event-field-no-b011-067,nobel_forward,909,9728.4400,4999.4120,4729.0280,0.0000,-271.5600,16.3100,50,0,0,0,0,,271.5600,-0.0272,50,50,1767675600,1789704000
sim-b020-079,batch-020,null_matched_rate,null-matched-rate-b020-079,nobel_forward,910,9726.6620,7776.1520,1950.5100,0.0000,-273.3380,46.5700,23,0,0,0,0,,273.3380,-0.0273,23,23,1760673600,1790222400
sim-b012-057,batch-012,longshot_no_writer,longshot-no-writer-b012-057,nobel_forward,911,9726.4790,3293.8210,6432.6580,0.0000,-273.5210,36.9200,67,0,0,0,0,,273.5210,-0.0274,67,67,1761451200,1789578000
sim-b016-024,batch-016,tsmom_window,tsmom-window-b016-024,nobel_forward,912,9725.2730,7389.5220,2335.7510,0.0000,-274.7270,24.1600,26,0,0,0,0,,274.7270,-0.0275,26,26,1761624000,1789722000
sim-b011-086,batch-011,event_rotation,event-rotation-b011-086,nobel_forward,913,9722.6450,8191.5150,1531.1300,0.0000,-277.3550,48.8100,21,0,0,0,0,,277.3550,-0.0277,21,21,1760760000,1789185600
sim-b012-054,batch-012,longshot_no_writer,longshot-no-writer-b012-054,nobel_forward,914,9720.6490,3294.4510,6426.1980,0.0000,-279.3510,36.5700,67,0,0,0,0,,279.3510,-0.0279,67,67,1762491600,1789578000
sim-b011-076,batch-011,event_leader_change,event-leader-change-b011-076,nobel_forward,915,9718.4900,9474.7400,243.7500,0.0000,-281.5100,25.6200,5,0,0,0,0,,281.5100,-0.0282,5,5,1761451200,1784088000
sim-b020-075,batch-020,null_matched_rate,null-matched-rate-b020-075,nobel_forward,916,9717.5100,9132.9300,584.5800,0.0000,-282.4900,33.8100,10,0,0,0,0,,282.4900,-0.0282,10,10,1764306000,1790136000
sim-b014-060,batch-014,time_utc_hour,time-utc-hour-b014-060,nobel_forward,917,9716.8490,3294.3710,6422.4780,0.0000,-283.1510,36.2900,67,0,0,0,0,,283.1510,-0.0283,67,67,1761969600,1789610400
sim-b017-030,batch-017,fixed_contracts,fixed-contracts-b017-030,nobel_forward,917,9716.8490,3294.3710,6422.4780,0.0000,-283.1510,36.2900,67,0,0,0,0,,283.1510,-0.0283,67,67,1761969600,1789578000
sim-b017-032,batch-017,fixed_contracts,fixed-contracts-b017-032,nobel_forward,917,9716.8490,3294.3710,6422.4780,0.0000,-283.1510,36.2900,67,0,0,0,0,,283.1510,-0.0283,67,67,1761969600,1789578000
sim-b017-056,batch-017,payout_target_size,payout-target-size-b017-056,nobel_forward,917,9716.8490,3294.3710,6422.4780,0.0000,-283.1510,36.2900,67,0,0,0,0,,283.1510,-0.0283,67,67,1761969600,1789578000
sim-b019-033,batch-019,ablation_decision_frequency,ablation-decision-frequency-b019-033,nobel_forward,917,9716.8490,3294.3710,6422.4780,0.0000,-283.1510,36.2900,67,0,0,0,0,,283.1510,-0.0283,67,67,1761969600,1789578000
sim-b012-051,batch-012,longshot_no_writer,longshot-no-writer-b012-051,nobel_forward,922,9716.6000,4501.1620,5215.4380,0.0000,-283.4000,20.9800,55,0,0,0,0,,283.4000,-0.0283,55,55,1762491600,1789578000
sim-b009-010,batch-009,breakout_hold,breakout-hold-b009-010,nobel_forward,923,9710.0900,9389.3600,320.7300,0.0000,-289.9100,30.9800,6,0,0,0,0,,289.9100,-0.0290,6,6,1779940800,1789617600
sim-b009-011,batch-009,breakout_hold,breakout-hold-b009-011,nobel_forward,923,9710.0900,9389.3600,320.7300,0.0000,-289.9100,30.9800,6,0,0,0,0,,289.9100,-0.0290,6,6,1779940800,1789617600
sim-b009-012,batch-009,breakout_hold,breakout-hold-b009-012,nobel_forward,923,9710.0900,9389.3600,320.7300,0.0000,-289.9100,30.9800,6,0,0,0,0,,289.9100,-0.0290,6,6,1779940800,1789617600
sim-b014-018,batch-014,time_age_max,time-age-max-b014-018,nobel_forward,926,9707.6000,9117.6000,590.0000,0.0000,-292.4000,52.4000,17,0,0,0,0,,292.4000,-0.0292,17,17,1782878400,1782878400
sim-b013-097,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-097,nobel_forward,927,9693.5200,8372.1700,1321.3500,0.0000,-306.4800,37.0900,19,0,0,0,0,,306.4800,-0.0306,19,19,1760500800,1787803200
sim-b011-061,batch-011,event_field_no,event-field-no-b011-061,nobel_forward,928,9693.1200,4401.1420,5291.9780,0.0000,-306.8800,20.7700,56,0,0,0,0,,306.8800,-0.0307,56,56,1761969600,1789578000
sim-b012-052,batch-012,longshot_no_writer,longshot-no-writer-b012-052,nobel_forward,928,9693.1200,4401.1420,5291.9780,0.0000,-306.8800,20.7700,56,0,0,0,0,,306.8800,-0.0307,56,56,1761969600,1789578000
sim-b011-064,batch-011,event_field_no,event-field-no-b011-064,nobel_forward,930,9692.3700,4500.8220,5191.5480,0.0000,-307.6300,19.7200,55,0,0,0,0,,307.6300,-0.0308,55,55,1762491600,1789578000
